14905.5530664,431129.121256,918105.883174,690040.672832,26844.3346064,132103.301312,540847.268101,50183.5038982,608766.218304,17599.342521,186498.415548,1968328.21557,651119.576121,3157285.01783,11765.1525147,406758.265248,23353.9341662,2104479.1026,1230876.38189,2477812.70665,259897.680254,361642.906841,96674.3098471,55362.3817685,501546.262511,48452.9379464
417868.051991,31006.0772528,15903.2142437,6256.22262204,806281.160642,1261.45430696,1596.58700334,3351.9577429,266695.367436,39878.8747715,850.749477472,436895.491598,27781.5726424,8898.87346175,443128.127029,5302.28712838,534.704311035,236960.745396,118867.918376,18860.6120833,356949.484295,3451.30359149,3231.86444792,675.21232612,292269.521236,1070.24690039
1099704.69051,4946.89032492,159019.701074,30507.4819099,1181404.2417,4290.76475478,4283.41002543,1061439.38123,461803.166382,784.136574483,438438.9968,364980.442962,9586.9461738,10382.139106,1558041.75221,9137.90065654,6666.88975958,306455.18935,103664.968682,900688.26834,296477.557572,4972.32140278,1793.49231867,677.816398897,122093.29679,2791.69960362
510226.044725,26893.8183356,21766.0500567,134489.461044,1387885.20954,13287.5437217,53004.2468928,10793.6993958,886243.113034,11640.9001798,2055.079966,57173.4465089,36615.6950443,21174.1231697,410366.295307,8134.43847872,1351.63187827,170830.366815,272181.075525,14683.6395661,289237.089554,92763.8208291,27426.1949558,1088.63383987,78435.0229035,615.929540492
1283435.05688,186454.93521,909879.915012,1639059.39745,700213.312093,219382.924438,258871.830217,40549.8851027,202486.732881,5994.84820126,49698.0203241,1043828.44592,704683.6886,2289543.9918,143605.353702,316032.214491,94736.4103698,3559287.66471,2676012.01172,844872.467859,66702.9067275,417373.988196,414536.75888,407014.725087,203745.049855,12585.2263152
277701.402474,1700.94092829,4609.13583203,2897.16037173,394176.452879,252891.55874,3567.50138058,2128.05808783,579565.555017,301.603885585,529.884152665,120011.38294,4049.93283524,1633.78818676,951260.264356,2911.22287554,169.520138038,419303.825388,14573.5766647,149796.506469,176385.675843,170.845006308,2300.21759132,1380.31081056,19440.9598012,131.374256518
338095.542604,8808.65928203,4291.8805759,9806.35892527,869379.453425,3597.1019469,43825.701773,344017.989285,317760.190998,216.167992887,1211.92731321,103926.462216,18050.455291,132374.726404,276220.047123,7332.30736353,128.428943864,357394.080305,123920.833765,35812.0523812,174496.022762,688.441350182,3184.31028348,293.371947621,63370.1710291,1017.48311987
1148805.2478,9690.72341961,6340.1759904,10946.2801356,2221588.11137,3583.45506072,1392.6853805,2229.05061812,997644.268338,447.665465496,1440.42676635,26955.040051,19491.4635351,69942.5094803,1000400.14859,12899.7516523,1255.49085182,130295.122443,30539.9685034,225459.987998,112139.136418,1837.01220581,11645.8485063,509.292969212,73148.4065721,2705.04773912
579921.862387,171783.440502,1415172.73062,534447.507015,787271.418607,322834.777866,495126.039029,3492.17544481,28958.8266871,5922.74419219,82956.7471498,932373.124878,455435.409712,4181941.55057,1468461.59347,254285.913015,21801.8427066,516343.189459,1707464.27045,1843375.59417,29882.5745642,481975.108746,3369.0873036,43799.4541652,2054.60490808,108775.812268
123442.135904,935.813945772,1875.91633797,1341.0923724,117559.036835,514.547629888,231.797382911,525.953818486,14173.4991858,645.775684971,751.836273679,490.407752952,1090.05142879,522.966402295,144434.722632,2958.87726806,32.7115068515,1777.4516452,1833.03017097,464.671269664,124997.415003,1067.91595882,408.802585515,88.2272642962,146.968276475,65.3532797205
64795.6043701,12780.9366331,1936.55866537,3494.94591943,431895.278615,6450.79250683,7633.76164224,5847.83936918,242092.75073,2891.66686636,3534.20135298,27596.701818,8497.11238314,63845.7956422,30488.0559263,5249.27351291,155.702515822,10731.7976773,175026.69357,10373.6983531,12748.5205475,1063.00238323,5059.46635852,260.760901046,20056.2330218,352.324251445
1000971.88652,29788.2412035,37714.1534813,338542.347501,1618512.94057,61973.3497501,15473.4021482,3445.04231574,1346775.64182,594.190958272,39066.9592278,1084522.85435,43178.9517472,9367.20611378,827219.758022,80476.4557511,270.619165506,18948.0760662,324369.78597,243503.268738,258034.501861,44975.4270705,14565.0301112,608.067556398,510897.863847,1442.5009847
1186172.65118,215819.319569,22089.0873513,9935.28931916,1582949.2777,9502.97802277,5707.46308244,3023.9323402,574882.018521,756.291121953,1101.77648976,21596.3310878,229008.43273,15319.2248795,636804.75804,418381.977665,149.013858224,8872.96206304,213404.654891,12024.2736997,199976.880465,2098.35009558,4285.45189216,1919.94773665,117098.761128,298.048303839
746454.802182,15446.2057403,637182.127472,1976191.04762,1417979.59965,182115.013493,1720320.34178,20946.0468416,661566.04293,19691.9413045,160831.998968,158674.959329,55392.378139,187550.833071,744247.780459,13065.5796817,6880.24486472,18275.3200635,875152.428139,1882130.81734,196802.737257,90690.3658426,11999.2556854,3552.20819968,188476.363228,10474.4436799
166102.193373,188516.757856,342390.577308,402039.603799,67520.7045376,1232568.5919,260714.82275,45430.9100946,143473.013928,31255.5353665,185242.324566,700784.244175,1075825.8288,3102608.93702,503401.41097,529208.754124,1237.10646642,2595875.21131,524425.306245,819414.39676,1568019.0162,346596.255923,580084.016496,50779.8260384,77734.2613155,9990.19395615
754367.830468,5843.99006883,24093.8386536,35765.3772828,782083.451945,6570.84810986,11315.092875,228225.046976,287924.541599,680.578979107,3436.43067199,528063.880794,90260.00168,5248.61781225,720202.040839,287596.001589,570.610733308,969788.648423,134121.336976,186114.340122,220183.77898,1962.82136547,2151.51355011,903.174262601,58897.6561425,930.948433225
1726.73344643,316.68476869,551.192644163,188.835290227,235.52021786,395.061817733,97.655205845,106.730530275,1936.61601596,54.5970644687,36.3319466184,5291.14578961,331.586169992,172.066395849,361.508472339,192.256589554,252.001817518,439.790711028,2784.72976561,2285.03322949,262740.87999,243.490479247,310.567372496,48.3069973367,27.3888923059,40.3496611154
1311111.56619,53086.623623,334479.489809,389144.690261,3314702.12541,62033.0417295,175061.920066,18204.6479616,1432061.20322,1624.02063066,224829.298305,157023.624571,336089.345541,322953.702788,1357289.13544,76412.7296734,2826.47286803,201936.170783,818233.592242,770789.6373,246570.639081,197585.347346,29715.9279151,1760.03656989,480664.016459,3809.18504538
435326.270036,34411.011461,337067.373235,33157.1495671,1734932.79974,27834.6806038,10490.4625276,572585.550466,1070684.63406,813.794568784,100710.329398,105272.590759,96056.3758996,29250.0525927,683250.930757,367923.056965,16905.2993882,22589.1003605,762181.145583,2096470.29759,534725.271476,8058.74382742,65329.3334889,1214.15407948,117212.305466,751.397824167
1089490.71108,18764.0648041,85927.8020145,17663.5912021,2478695.81842,17352.4010223,13595.0028625,2902217.96154,2365403.20988,894.162480457,4332.0184036,142747.176201,73471.1771593,30677.9584328,1844628.88085,20444.2927273,202.685496247,780591.918915,754832.881598,286734.512846,444151.434833,18492.6478385,132268.378443,6143.90168635,428511.023744,9117.71379087
235472.564705,206471.390993,309753.707256,187660.30722,262482.913711,37709.232553,172163.793403,2344.91684187,214443.082586,2387.92614624,29968.0576686,481555.864793,299324.686327,712962.929267,25196.760762,283339.801903,1463.41622607,1100259.14107,932872.054185,681667.914482,2204.72042391,7645.40458584,2083.05614072,17461.8478499,50238.6381697,8508.34675216
306976.501795,2691.26749927,4229.65356116,25671.411963,1306193.94865,657.181873569,3641.5082528,2974.4472952,725279.695152,96.0638624347,124.545202201,1952.54616764,1782.22157343,1182.87022306,110353.590368,2489.11023214,136.420102228,4017.87904136,9710.4079839,2460.90728653,3997.3960578,599.527117154,581.071449842,805.721447837,7177.11395995,61.8574478467
479408.140096,5543.22221707,3799.46539753,5501.58545703,570224.868017,3445.94630344,1057.05990247,359115.278374,626773.82125,3338.92244154,3452.51925371,22390.4274706,4009.23496859,134895.73734,340278.994086,3546.917008,92.7817988844,52867.6990094,174878.469617,12173.589171,1576.8812325,1178.68688068,8765.68728264,1166.38181254,9911.47458369,98.5045518197
43057.0116239,3981.79646532,41235.0918332,911.187401487,44636.2379615,3165.89997035,433.306689001,7329.0104399,52831.3409029,125.736175033,148.069547104,2685.61231322,6748.90094752,863.357242181,7072.37336355,97380.2743177,377.234452829,1156.831198,1968.59458073,101750.87326,10665.8071172,1374.15146562,678.022272808,11893.4843264,8525.54310579,135.323243183
47325.4564736,15755.8273311,25721.3205974,14916.3445743,178341.25393,1740.76367603,4120.23769209,2369.56149686,41564.0726147,150.430440999,1166.30495811,41083.686974,50900.1476522,31037.1693214,463481.211965,56361.3637121,51.5395273146,49743.8636454,196949.924023,31420.7207752,6107.18283609,1259.25873136,17563.8476144,533.134638563,1051.34272206,3335.50834006
44993.0015046,1059.09387478,319.641303794,1785.59225564,92586.0604717,162.597898688,429.550883268,2040.02237915,40748.0176123,406.595245694,471.931111268,3486.81459654,770.616540683,594.080591281,27388.5947175,239.549928769,68.2571080077,1455.34341471,1370.59363938,720.560079485,7670.78907118,306.000222326,649.776372303,130.008832636,5763.13657335,11923.7326215
4716916.48364,2065621.03047,2951745.48584,1669019.93918,1292604.94245,2069935.38962,955142.566527,1511072.35598,2731027.62365,421914.683413,284159.229058,1317358.67656,2055961.52729,1253784.17529,2595912.63369,2604867.51902,133585.572337,1653209.74116,3524772.18222,4324320.18384,718576.388465,516059.042753,1918912.9633,73940.084633,583067.237889,56512.3417312
